Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
ARPC3	0.4675
TMEM10	0.45575
NPHS1	0.2685
BRD8	0.140833333333333
WDR12	-1.1075
IDI2	0.30775
HOXD13	-2.094
OR8G2	-0.85675
SLAIN1	-3.7575
GABRQ	-0.5485
NR2C2	-1.04175
NKTR	-0.9755
TLE2	0.2125
KIAA0892	0.253666666666667
AURKA	-1.72418181818182
GPRC5C	-0.104333333333333
TBC1D9B	0.687125
PNPLA6	0.0233333333333334
AP3B1	0.517
NAG	-0.139625
C11orf68	-0.02875
AKR7A3	2.9535
AHCYL1	-0.28625
COP1	-0.239
RPP14	0.4805
PCDHB18	-0.31025
CDH24	1.3235
KRT17	-2.6283
LACTB2	-0.481
DDX24	0.7071
PHACTR1	-2.6935
SLC35E2	-0.05775
LOXL1	-0.3515
IQSEC2	0.6195
RGSL1	0.9375
PCDHGC5	-0.113
MEGF10	0.474875
PRRX1	0.0935
ASTE1	0.204666666666667
C6orf159	-1.40525
MYOD1	1.26325
GAA	0.5415
ZNF747	1.0095
KLRC1	-1.45025
IL1RL2	-0.059
GDF9	0.621
GPR119	0.423
TRAF2	0.219
HCK	3.02966666666667
BMP6	-3.1125
IL8RA	0.452166666666667
FLJ35848	-0.5745
EFHA1	0.79075
CDSN	-0.101166666666667
C14orf54	-0.00883333333333332
LSM3	-0.814375
ZFP41	0.0215
C9orf126	-1.29916666666667
VIT	-3.4515
SPCS3	-0.96675
DEF8	-1.4343
CHAF1A	-2.0285
C1orf165	-0.6865
ZFPM2	0.406
FTH1	0.54175
SLC35F1	-1.002
YWHAH	-0.26225
C17orf66	-0.0545
ADRB1	-1.082
FOXL1	-0.1395
RG9MTD3	0.6705
UMPS	-0.06
MGC13008	-0.1295
KIAA1161	0.015
CCDC77	-1.3695
C12orf65	-0.1975
COG4	-0.494833333333333
RCP9	0.405916666666667
RP4-692D3.1	2.23333333333333
CDC2L5	0.229
MGC7036	1.053
DNAJC11	0.10275
GDF2	-0.100833333333333
TIMM17A	-0.28875
HNRNPA0	0.0567
OR2H1	0.3175
PCBP1	0.02075
COL23A1	-1.69975
LRRC2	-0.744785714285714
NSD1	0.342142857142857
FLJ37078	0.429
WDR91	-0.967666666666667
TMEM179	0.1125
DSCR10	0.5635
CNDP2	1.8486
FYN	-1.0985
BEX2	0.200833333333333
KCND3	0.9335
YPEL5	0.91675
LRRC42	-1.24983333333333
C17orf45	0.275625
ZNF649	-0.5546
LOC150763	0.525125
COL5A2	1.30175
CNGA2	0.3045
ELA2B	-0.515666666666667
RAB9B	0.51775
FAM100A	0.23425
NAIP	-1.15671428571429
MYOZ2	-0.582625
SPATA12	-0.1525
XRCC4	-1.027
CYB561	1.4209
CHST10	0.5775
BAI1	-1.54
BRSK1	-0.0393333333333333
C17orf89	0.49725
PDE6H	-0.3525
FLJ20309	0.1679
MAP7	0.847875
SCN4B	0.5385
SPAG9	-1.021125
SERTAD1	0.0481666666666667
FLJ21963	-0.96025
ANTXR1	-0.0976
TMPRSS13	1.8035
ETV7	2.92633333333333
DGAT1	0.456833333333333
NKIRAS1	-0.617666666666667
TAC3	-3.21
CORO1C	-1.36866666666667
RAD54B	-0.9555
HRASLS3	2.972
C21orf42	-0.175
BARD1	-0.916833333333333
ZNF177	-1.62333333333333
MIP	0.6225
ZNF442	0.918
F2	-3.61
GRIA1	0.242625
GALNTL2	0.155333333333333
WNT5A	-3.1823
LENG9	0.2975
hCG_25371	-1.5125
FOXR1	0.239
TRA@	0.7089
PWWP2	3.319
C1QTNF7	1.76633333333333
SLC7A4	0.0435
C4orf7	-0.80375
C17orf80	0.104
KLK4	-0.00500000000000001
IL31	0.1915
TMEM176A	3.922
CTNNB1	0.4034375
BHLHB2	0.71
TMEM185B	1.132
ARD1B	0.04475
C1orf93	0.4425
BRUNOL4	-0.0196666666666667
LOC541469	-0.137916666666667
UPK2	-0.407
GAS8	1.04316666666667
PATE	-0.2805
IMPACT	1.21025
WNK4	1.95133333333333
HNRPLL	-0.804
GAD2	0.03125
ITGA6	-0.2745
BMP15	0.196666666666667
CYP2A7	0.282375
RIC8A	0.69475
CCND1	2.00808333333333
USP35	-0.4675
DSCR2	-1.67775
CCL4	4.17716666666667
ZCCHC10	-0.038
NOL11	-0.376
TRPM2	2.44591666666667
PSMD2	-0.862090909090909
CHTF18	-1.29325
USP18	1.193125
RRAS	0.20575
LAMC3	-1.7355
TOX	-3.79116666666667
PCDH15	0.2665
GABRG3	-1.82575
NUDCD2	-0.366
SGCZ	-0.094
KCTD17	-0.2832
SPSB2	0.291
TPPP3	3.13116666666667
CILP2	1.14316666666667
CALB2	3.077125
CEBPZ	-0.406
ZNF479	-0.027
FMOD	4.0985
C21orf66	-1.39735714285714
CLN6	0.0548333333333333
ANAPC1	-1.3035
SH2D3C	1.9225
PTPN14	-0.2898
TRIM42	-0.304
APTX	0.60725
SNRPG	-1.04466666666667
BMS1	0.0435
MAGEA3	-4.126
NFATC3	-0.658583333333333
LRRC45	0.6875
ARS2	-0.211
LRIG1	0.846666666666667
EPSTI1	0.695833333333333
PRSS27	0.03125
ERC2	0.03775
PRKACB	-0.926285714285714
PRDM13	-3.691
HCG27	-1.85475
KLK12	-2.422
HSD17B7	-0.138833333333333
ZNF354A	0.69275
PCDH11X	1.069
DMGDH	-0.4775
PCBD2	-0.648
TMC6	-1.650625
RIMS1	0.3615
SF3B2	0.0468333333333333
RCN1	-2.65166666666667
CPB1	4.61675
BCAR3	-0.7895
FCRLB	1.8495
PAK1IP1	-0.688
OR10H1	0.099
KIF9	1.165
PITPNM2	-1.034375
L3MBTL4	0.22325
TGFB1	-0.7608
ZXDC	-0.50675
SLC6A16	1.3285
SRrp35	-2.564875
LRRC8E	1.213
PPIAL4	-0.748
EOMES	-0.167333333333333
PAX2	0.052
SCARF2	0.4265
PSEN2	1.48083333333333
PCDHB13	0.38125
C10orf28	-0.878875
DHRS7B	0.520285714285714
C1orf131	-0.47225
ASB1	-1.1523
ZNF223	-0.0973333333333333
LCMT2	3.026
MEP1A	-0.24875
TMEM53	0.08575
RSPH3	1.43275
C10orf33	-0.3015
LOC644285	-1.0785
PTPN9	1.4425
ABCA12	-3.97725
CCDC37	-1.07675
RUNDC1	2.1465
YES1	-0.594333333333333
FAM120AOS	0.80675
OR5M3	1.688
PPP1R3F	0.65325
IL13	0.2259
MDFI	1.3755
PRNT	0.3195
ZDBF2	-1.5405
OR10C1	-0.0251666666666667
CLIC1	-0.470666666666667
LILRA5	0.240666666666667
CSAG1	-3.2755
TREML2	-0.7845
FAM125A	0.198333333333333
ZNF74	-0.64425
FAM104A	-0.024875
LRRC39	-0.4725
SAMD5	-1.0615
HYAL2	0.766
HIST2H2AC	0.745625
IGFBP5	-0.440304347826087
NRTN	-0.484333333333333
KIAA0556	0.3464
FAM29A	-1.29894444444444
JMJD2A	0.44025
EPHB1	1.00475
POLD4	-0.09825
ANAPC10	-0.53775
LRRC36	0.11975
MEGF6	-0.426
LPHN3	-0.754166666666667
BMP10	-0.147333333333333
C21orf55	-0.259
CREM	-0.3468125
PTGER4	-1.0635
METAP1	-0.60125
KCNQ1	0.9925
NR2F2	-1.654125
SSFA2	-1.38383333333333
CTTNBP2	-3.503
BCL2A1	-0.835375
ZBTB24	-0.268625
SLCO6A1	-1.2905
PRDM1	0.0436
OR7D2	-0.904
CCDC47	0.2481
LOC646982	0.33
SLC26A6	-1.372
BIN1	-0.9581
SRRM1	-0.139142857142857
PCSK1N	-0.6975
ALS2	-0.0775
ECT2	-1.26652631578947
CACNA2D2	1.327375
DOCK6	0.285
C10orf119	-0.544
FATE1	0.716
DUSP23	1.38475
TRIP6	0.0642857142857143
NUP35	-1.052
CDH3	-0.063
KLHDC8A	1.137
C9orf116	0.666875
EI24	-0.254
CENTD1	-0.0771666666666667
RWDD2B	-0.428833333333333
DOCK1	0.6775
NPAS2	-1.007375
NR3C2	0.788833333333333
FAM63A	0.848916666666667
INPP5F	-1.044
FAM111A	-1.2195
MYBL1	-1.7405
IQGAP3	-0.0163333333333333
CRADD	-0.8175
DUSP12	-0.86825
PDZK1IP1	2.1885
VASH2	-1.05375
CTR9	0.4235
VIL1	-3.67175
OR8U1	0.276666666666667
CCDC107	-0.188
PTTG1IP	-0.219
OR4X2	0.44325
COL9A1	-1.3315
PSMD9	-0.6065
ZFP62	0.9635
TIP39	-0.35025
PARP15	-0.137
TTC19	0.189875
C1orf114	-1.92116666666667
GFPT1	-0.6035
SLC27A6	-1.78
MRPS10	-0.3062
CALML5	-2.5945
TRPM7	1.77475
CGNL1	2.262
CECR1	0.0805
SERPINB8	-0.302333333333333
TMEM102	1.394875
PDIA2	-3.21575
NUCKS1	-0.2345
HOTAIR	-1.4185
EBI3	-0.01575
NXN	-0.6895
ZMYND19	-0.1225
FOXJ3	0.03725
EIF5B	0.1204
EIF2B4	-0.257166666666667
LEO1	2.53625
ZIC5	-1.67183333333333
IL20	3.19983333333333
KIAA0415	0.38375
FLJ37357	0.333
TSPAN12	0.174875
ACTR3B	-0.04225
TFAM	-0.519
IL17RD	-2.15425
PARP12	1.75125
KLHDC7A	0.0845
KCTD4	0.0564
GTF2H1	0.1615
FLCN	-0.1525
BIRC4	1.00375
LOC790955	-0.9115
VKORC1L1	-0.23525
CYP4F22	-0.116666666666667
TAS2R5	0.3975
ZNF582	-0.336
HS3ST3B1	-1.190625
CTNS	0.3895
STK36	0.329833333333333
MMD2	0.1375
RP5-1103G7.6	0.2065
FLJ23356	0.5465
CRH	0.0235
C1orf182	1.59116666666667
ACP5	1.2325
AMFR	2.0916
CA4	-2.3095
PLCB4	-1.58625
MPHOSPH10	-0.205
UNQ473	1.78766666666667
G3BP2	0.285666666666667
SR140	-0.514083333333333
HOXA2	-0.4595
PYGB	0.921375
BAT1	-0.143833333333333
DKK3	-0.0351666666666667
DDX31	0.044
TULP1	0.02125
NHLRC2	-0.28725
TNRC4	-0.196666666666667
ZNF430	-0.3155
TNRC6A	-0.038625
PLA2G1B	1.0755
RCHY1	0.298166666666667
GTF2A2	-1.00316666666667
MGC4294	-0.497
ZNF691	0.473
TACC3	-0.6755
DNAJC5G	-0.16725
LOC4951	-0.06925
MS4A4A	-2.215
LOC152485	1.517
PPP1R2P1	-0.4255
PPP2R5B	0.042
RPGRIP1L	0.11525
SPOP	0.5381
PTPRF	0.858666666666667
MGC42090	0.103
SUSD3	3.815
THOC4	-0.305125
MAML1	0.3913
FXR2	0.335166666666667
TYK2	0.10575
MUC6	0.3985
DNAJB7	-0.145
PIP4K2A	-0.352142857142857
MEX3A	1.019
RRP1	-0.30975
TFAP4	0.9305
CXorf41	1.12475
MTMR4	0.0596666666666667
CTLA4	-0.0455
SNX9	0.5555
CIB3	-0.308833333333333
NECAP1	0.460125
PLA2G2D	-0.2189
GLMN	-1.292
DCLRE1A	-0.8945
PDX1	0.2915
SAMD11	-0.97975
MRPL55	0.1975
TLR7	1.225625
TBC1D21	0.0848333333333333
SMAD1	1.2909
ACTRT2	0.29875
RIOK2	-0.14175
PDLIM4	-1.698
SLC22A15	0.806
ABHD13	0.5126
STX18	0.3054
CCPG1	1.21821428571429
DCBLD1	-0.637
SLC2A6	-1.431
NOLA3	-0.65
TRDMT1	-0.399428571428571
IL17F	0.5585
ATP1A4	-0.0468333333333333
OR52W1	0.6115
CFL1	-0.626
IL4	-0.49775
RBP2	0.554166666666667
CPSF6	0.748625
TTC8	-0.183333333333333
MUCL1	-0.3045
EYA3	-2.22216666666667
KRT38	-0.39125
GNE	-1.3405
ZNF501	-0.86175
SLC35A2	0.254625
CEP110	-0.8474
MYF6	0.538
MGST2	0.0135
TRPV4	-0.0018333333333333
NEK8	0.234
NOX5	-0.917
NCKAP1L	-0.606333333333333
EMP3	-1.947
BPY2C	0.337
C1orf38	0.4275
ELOVL2	1.87125
CBX7	0.554416666666667
OSBPL1A	0.990833333333333
ZNF589	-0.4075
ESCO1	0.126833333333333
TRA2A	0.166416666666667
C3orf26	-0.898
PHF2	1.14308333333333
PID1	-1.2245
RFC1	-0.15525
MTAP	-0.3723125
ADORA3	3.1255
LOC389458	-0.622
TRNT1	-0.426125
CRIPAK	-0.151
RAI2	4.83633333333333
ANKRD44	-0.6465
GZMB	2.57975
NFE2L1	0.545875
STIP1	0.3005
RASL11B	-1.145
NT5DC2	-2.15716666666667
LRP2	2.3575
MTDH	0.344133333333333
ARSG	0.7155
HSP90AB1	0.851416666666667
CT45-6	-5.102
ZNF483	-0.58525
LMBR1L	-0.042
S100A2	-3.5868
C2	-0.613055555555555
C2orf27	1.43725
EIF4EBP1	-1.61875
GCKR	-3.4425
PPP1R9B	0.7065
FER	-0.8745
SNRK	0.882833333333333
OR5M10	0.72
UTP6	-1.19675
CAPZA3	0.13825
FBP1	-1.15911111111111
TERT	-0.804
CCL1	-1.6575
FUCA1	0.4715
ALS2CR8	0.4815
KCMF1	-0.127916666666667
SRCRB4D	-0.9385
OXCT2	-1.01616666666667
IL17RA	0.292666666666667
MPP5	0.018875
SPA17	0.29075
FLJ10986	0.127166666666667
GALNT14	-0.32625
CXorf27	-0.388375
NPLOC4	0.191
RAB34	-0.68425
KRTAP3-3	0.4685
ARSD	1.69283333333333
CPLX2	-1.3865
PJA1	1.02775
WHDC1L1	0.208833333333333
RB1	-0.8478
MTMR15	0.447
PHLDA2	-2.419
GUCY2F	-0.0855
MPV17	-0.6655
SLC35D1	-0.441
LYSMD3	0.0475
COL16A1	0.4375
ERLIN1	-1.5245
JMJD4	0.58425
HIST1H2BK	-0.03125
TP53I11	1.97366666666667
ST3GAL4	-1.2982
PF4V1	0.560666666666667
ALG8	-0.80825
REG1A	0.51825
MINA	-0.27575
CYB5R3	-0.730916666666667
HHLA1	0.25275
MYST4	2.9657
VASN	-1.42075
UCHL5IP	-1.05025
TFAP2A	1.65675
MGC9913	-1.6735
C9orf97	-0.0895
LOC90379	-0.339
PHF15	0.0189285714285714
ZNF169	-0.031
KRT7	0.4138
GLIPR1L2	2.45725
LOC116236	-0.11225
IQCF3	-0.391666666666667
RDH14	0.570666666666667
HNRPK	0.744071428571429
RABEPK	-0.41
ISX	-0.976
CBARA1	1.275
RAD51AP1	-2.034
MLL5	0.243625
CXorf48	-6.129
SGCD	-1.459
PHTF1	-0.725375
CA3	-1.03425
CMTM5	-0.3435
STX10	-0.222375
JMJD2D	-1.0395
P4HA1	1.517
GAB3	-1.334
DHRS4	0.691833333333333
COL4A1	2.6638125
C20orf20	-1.796875
OSBPL2	0.759
PTTG2	-2.512
KIAA1688	1.505
STS	-2.721375
SHROOM4	0.167166666666667
KBTBD5	0.240166666666667
ALDH1A3	-0.8043
BTNL2	-0.191666666666667
TGIF1	0.543
ZFAND5	0.16725
ICA1	1.651125
NAV3	-2.54
FLJ12331	0.203
EPS8L2	0.0326
MNT	0.2465
ENTPD1	3.64333333333333
OR51E2	1.741
STK11	0.447875
MX1	3.558125
TTTY9A	0.393
CX62	0.7035
LOXL4	-1.153125
EXOSC4	0.65225
PURB	0.697857142857143
SETD1A	0.236
RELB	0.3295
LAMB2	0.6515
HNF1B	-0.423333333333333
PNLIPRP3	0.041
C14orf139	-2.006
UMOD	2.6705
GRIN3B	-0.4175
GPR25	0.5305
ZNF512B	0.05875
ATP6V0A1	-0.273625
SRA1	-0.118083333333333
ZNF615	1.747
ZNF768	0.5875
ZNF469	1.549
DYNC2LI1	0.522333333333333
DNAH3	0.324
LOC387911	0.365
LOC554234	0.36775
ARRDC5	1.0295
TMEM59L	-1.79033333333333
MARCH4	1.23725
CNOT8	-0.331
KIRREL3	-1.39533333333333
ADAM17	-0.466375
MYOG	0.130375
CPNE1	-0.941166666666667
AK5	-0.43575
LOC204010	-0.01625
NDRG4	0.88
LOC130074	0.072
PIAS4	1.122
NCOA2	0.704
TEGT	0.9269
USP5	-0.17675
ANKRD21	-1.01975
KIAA0692	0.192166666666667
HAPLN3	0.2935
LZIC	-0.69125
NRXN3	1.1865
CDKN2C	-1.81116666666667
KIAA0226	0.328333333333333
CYB5D1	0.04425
WDR68	-0.224625
ABCB6	-0.7491
MRPS25	-1.0145
ZMAT2	0.586583333333333
KRT25	0.186
RPL11	-0.28975
GRAP	-0.0348333333333334
LOC198437	-0.7855
RORC	0.3605
RAP2C	0.4265
MXD1	-0.01425
AZI2	0.129166666666667
NUAK2	0.5765
AHSG	-6.084625
MANSC1	1.63075
IMP3	1.28816666666667
C2orf3	-0.295
VSTM3	2.807
PCTP	-0.25
SIRT1	2.59775
MANBA	-1.25825
CD164	0.913375
GFRA1	2.0141
PRM2	0.50825
ZKSCAN3	0.687
PLEKHG1	1.5535
TPRKB	-0.4865
UBFD1	0.0135833333333333
CDKL5	0.465333333333333
HIST1H2BD	0.291583333333333
INPP4A	-0.982666666666667
BMX	-1.648625
PTPRU	0.3255
LOC554202	-0.466833333333333
HOXC8	-0.533125
IL12B	0.7005
ADPGK	-0.378
ZNF418	0.9585
SIAE	0.434
CWC15	-0.7415
RP13-401N8.2	0.532
KLHL11	0.5755
DEDD2	0.189375
PSMB3	-0.32075
DDX25	-2.331
ZBTB3	-0.211666666666667
GFRAL	0.3585
RPS25	-0.8695
FAM57B	-1.73133333333333
TESK2	1.74983333333333
DNM1L	-0.606625
ZNF207	0.1535
CLEC11A	2.18
TOLLIP	1.0075
TMEM61	1.05133333333333
DLK1	-4.2388
PLVAP	3.0475
NOD2	1.66333333333333
SCMH1	0.312
FLJ40235	0.03125
HTR2A	-0.734333333333333
ARMC5	0.1415
FUT7	-0.0555
PRELP	1.5796
ALKBH6	-0.397166666666667
GYG1	-0.1265
POLR3GL	-0.9035
COL8A2	4.0815
OR10A5	0.510875
C1orf187	-1.41975
TXLNB	1.48333333333333
C16orf68	-0.499583333333333
R3HDM1	-1.0665
C16orf75	-0.7935
BAALC	0.2675
TNP1	0.46
GAPDH	-1.55416666666667
COX7C	0.1855
ERRFI1	-1.71141666666667
PGAM2	0.248333333333333
FAM108B1	-0.98725
APC	0.48425
TLR2	2.21175
SUCNR1	0.39
ZNF233	0.75025
WFDC1	-0.727666666666667
PSG11	0.1884
SLC39A1	0.7495
PSAPL1	0.133
CDC42EP1	0.021
MECR	-0.1295
KIAA0101	-0.7595
MACROD2	2.1843
MMP19	0.296583333333333
LOC202459	0.0338333333333333
VNN2	1.0645
ACCN3	-0.5125
TIMD4	1.1665
RNASE8	-0.077
CCDC7	0.04625
SULT2B1	1.815
ME1	-1.057
MGRN1	-0.2015
MRPL30	-0.7675
IVL	1.952375
CALM1	0.50685
PLEKHA6	0.645
B4GALNT2	0.3595
PGDS	3.875875
C8orf33	0.45275
TMEM56	-2.20633333333333
CKM	-1.019
ESR2	-0.3481
ACOT8	-0.72975
AGTR2	0.30925
LOC155006	-0.0505
BC37295_3	0.7895
EPM2AIP1	-0.00666666666666666
PZP	0.26425
RPS9	1.58933333333333
C18orf51	-1.8085
SIVA1	-0.256
HEATR2	-0.205
CD3E	-0.417833333333333
C20orf142	-0.90525
PGLYRP3	0.063
CCDC139	-0.0335
GPS2	-0.267
NOL14	0.453
LRTM2	0.4495
TRIM36	-1.095
TP53RK	1.8101
FBXL13	-0.901833333333333
RUFY2	1.72728571428571
C11orf70	0.560666666666667
HSPB9	0.856166666666667
GJA5	2.258
HGF	-1.764
EPHB4	0.62525
SOX18	0.98525
IFRG15	0.5845
SERPINA10	-4.23325
WDR23	0.687
REEP2	-2.37116666666667
CDK3	-0.25925
HSPA12A	1.2985
ARL8B	0.7564
SATB1	-2.08433333333333
PPM1D	-0.6755
VPS45	-0.272333333333333
TP53BP2	-0.07775
GJE1	2.30275
CACNA1G	-0.57675
VGLL4	1.173375
GNPTG	1.15825
ROS1	-2.258
C21orf128	-0.281166666666667
BMP8B	0.8725
SLC5A4	-0.4125
SLC6A3	0.241666666666667
C16orf53	0.7905
TMEM81	-0.3265
APC2	0.3959
SYAP1	0.22125
C6orf54	-0.689666666666667
ZBED5	-1.127
PVR	-0.895125
LTA4H	-0.229
CCDC24	1.1833
MAGEA4	-3.783
IFIT3	3.0485
MYADM	1.732625
C21orf82	-0.8705
PDE3B	-2.4945
TMPRSS11A	0.029
PGK1	-1.302
CCL13	1.55083333333333
DERL3	-0.685
MLXIP	-0.7535
PLOD1	-1.605625
MTFR1	-0.0676
NPDC1	0.755166666666667
GPAA1	0.00916666666666666
LTV1	0.0025
RYR3	-0.271
C7orf46	-0.04025
VAMP2	0.99675
RNF135	1.5817
SUPV3L1	3.4535
FIBP	0.16675
ADAMTS18	-0.363666666666667
RNF25	0.4295
SOS1	-0.1795
PLAU	0.032125
MATK	0.765
EHF	0.037
CTNND2	1.388625
PTEN	0.153785714285714
ZNF189	0.429875
SLC28A3	0.049
GUCY1A3	2.614
SETD2	0.7965625
ROGDI	0.986
TICAM1	0.505
RASSF3	1.074
PACSIN2	-0.744333333333333
SERPINB5	-0.547666666666667
PRKCDBP	-0.281
TFDP3	-0.287
LGR6	-0.560125
RFX5	-0.312833333333333
OR52J3	0.96
PTPN18	0.732125
ZBTB34	0.17125
KCNF1	2.34725
SYNE2	-0.279428571428571
SLC22A4	-1.923
NETO2	-0.826125
VCPIP1	0.021
LDHD	1.42
ESX1	-3.2965
SQRDL	3.476
GALK1	-0.74575
SERPINA6	-0.795333333333333
HD	0.74475
ASCL3	0.3765
FBXL6	-0.0955
FABP7	-4.57175
MAGEC3	-0.733
KLC4	-0.207
CD1D	-1.931125
PRAM1	1.212
EIF3B	0.244857142857143
DSCR8	-6.092
FLVCR1	-0.84275
KIAA0141	0.073125
PROM2	2.98966666666667
ALOX5	0.9394
GPR162	-1.6075
LYRM2	0.40575
RNASE6	-1.436875
HES5	0.8875
GJA1	3.89
MRPS14	-0.59975
HMHB1	0.46475
TAF7	-0.26875
BTNL9	0.1432
SFXN2	-0.01
VEPH1	-2.8635
GK2	-0.105833333333333
AMBP	-4.572125
KIAA0953	-0.487
XAGE5	-0.620666666666667
CCBP2	-0.6825
TGM2	-0.158666666666667
ZNF202	-0.5405
ACTL6A	-0.5175
SLC23A2	-0.4672
ARHGEF7	0.189916666666667
LOC728635	1.0875
CRYM	-2.34166666666667
PKD2	-0.132
MANBAL	0.12
LIN54	-0.686
ACTL7B	0.062
OR4D9	0.3815
KIAA1683	-0.762
ZNF704	1.531
TCP10	-0.6565
MAGEB18	-0.292
DEFA4	-0.018
ZNF197	-0.22475
PTOV1	2.11483333333333
RNF208	0.076
CMIP	0.098
TRDN	0.222
UCHL1	-1.820875
APOL6	-0.0446
PLK1	-1.28633333333333
NPHP1	0.972
NDUFA11	-0.69075
DAB1	0.228
RTN4R	-0.2645
PUSL1	-0.75
SYT2	0.1315
ANXA13	-0.1765
RFTN1	0.733
ATP8B2	0.203083333333333
VN1R2	0.1985
OR52E4	-0.3245
NPPB	-2.11116666666667
ZNF148	0.478625
ZNF141	-0.00249999999999999
IKZF1	-2.302875
PSMC2	-0.611
GGA3	0.00983333333333333
LPGAT1	0.661583333333333
SEC16B	-0.0316666666666667
C5orf38	-1.29416666666667
THOC2	-0.1526
SLC16A12	-0.9695
ALK	-1.260375
DACT3	-0.2145
CACHD1	-3.081
GAN	0.31725
EXOC6B	0.1685
HIST1H2AE	0.96825
VAMP1	-1.4615
SRI	0.52325
AKAP14	-0.5455
HLA-E	1.7186
SLC25A32	-0.189666666666667
FLT3LG	-0.112166666666667
ATP1B1	-0.431125
WDR1	0.538625
SWAP70	0.24375
TRIM31	-0.53725
ARNT	0.23975
ZNF596	-0.1867
CDKN1B	1.67083333333333
FOXC1	-2.4590625
SEMA3A	-3.5782
LSM14A	0.474666666666667
STEAP3	-0.77825
ABCA1	0.214166666666667
PLSCR2	-0.3466
EDC3	0.191333333333333
THBS3	0.09525
C15orf43	0.610333333333333
GMCL1	-0.606
C9orf71	0.31575
MGAT5	-0.093
LOC402164	-0.00850000000000001
TSPAN8	-4.96716666666667
DYNLT1	0.963
IGSF1	-3.24775
TMEM143	0.25725
FLJ25006	-3.12075
ATP13A3	-0.283166666666667
C3AR1	1.54875
CADM2	0.116
EFNA4	0.664
HAO1	0.5535
TWF1	0.976
MRPS17	-0.7725
MYH9	0.895916666666667
C9orf9	0.204833333333333
C17orf79	-0.546333333333333
FSCN3	0.23625
BDKRB2	1.6465
PCGF6	-1.44883333333333
RAP1GAP	-0.21175
TAS2R41	0.3665
DCLK1	0.022
DEFT1P	0.227166666666667
TAF2	-0.2565
COPZ1	0.604625
KATNA1	-0.55625
STIM1	0.4415
TBX2	-1.96866666666667
RPS4X	0.577
MARCH8	0.563333333333333
DHX33	-0.318666666666667
TMEM161B	-0.403833333333333
SYPL2	0.6415
ADCY5	-0.48025
SRPK3	0.06025
CXorf9	0.2555
REC8	1.41775
CLP1	0.0351
MGC52498	-0.6735
DUOX2	0.22125
C6orf150	0.6465
TSC22D3	1.795375
CASP8	-0.9844
PRKD3	-2.5230625
CFH	0.45825
TRO	-2.183
NRIP1	1.81825
ZNF707	0.469833333333333
TBC1D22B	-0.584833333333333
HYI	0.9065
COX7B2	-0.01325
GPR52	0.11775
CASC3	0.365785714285714
METRN	1.85475
KRT3	0.3025
ARF1	1.33321428571429
C1orf111	0.19975
MOG	0.0375
C6orf50	0.2025
MGC12966	-0.26025
ATP7A	1.06966666666667
NOTUM	-1.89866666666667
LOC342897	1.839
ITSN2	0.024
GIP	-0.2555
LOC89944	-0.510666666666667
UBXD8	0.138375
GYPE	-2.32816666666667
JAG1	0.093
RLBP1L2	0.3385
HIST1H2AL	0.82625
PAPPA	-1.7815
CYP4F8	-0.40325
TRH	7.3025
DCTN3	-0.2114
NT5C	0.1105
HTR3C	0.026
VPS41	0.245625
KIAA0174	0.3864
ANKS6	-2.11175
MPV17L	0.919
MT1M	-0.7455
DTX1	-0.673625
LOC146325	0.307333333333333
ZNF639	-0.104666666666667
CACNG4	0.7903
TNNC1	-1.48675
MGC27345	-0.052125
CASD1	0.0385
HOXD4	0.6175
SMC4	-1.82341176470588
TTC35	0.2658
CTXN1	0.8005
RGS19	-0.274
SFRS3	-0.588916666666667
TRIM43	-0.5185
HLA-DQB1	2.9795
NUPL1	-0.236
NRAS	-1.35225
RPL22L1	-1.06125
ZNF138	0.1795
FBXW2	-0.406
SIX3	0.318166666666667
HDAC9	-0.585166666666667
OGG1	-0.5088125
APLP1	-1.16283333333333
OR7A5	0.443
DLX4	-1.07125
TUBA1B	-0.933333333333333
CRY1	-0.080125
C12orf29	-0.0295
MGC70863	-0.173954545454545
OR1D2	-1.502
C1orf25	0.7815
CUZD1	-0.26025
PUNC	-1.2145
SCAND1	0.345
MYT1	1.185
MPND	0.63025
GOLGA1	0.8937
ZBTB43	0.5815
VAPA	0.867833333333333
C4orf36	-0.767
STAP1	0.98025
SLC34A1	-0.296
PIK3R3	0.3644
TGM5	0.1975
USPL1	-0.2384
FBXO40	0.173166666666667
BRF1	0.0204
CCL27	-0.5485
hCG_1657980	0.161
PFN2	0.00169999999999998
MYBPH	-2.105
PPP1CC	-0.35925
CDCA7L	-1.2
KCNB2	0.80125
C20orf151	1.8615
USP13	-0.91675
RCOR2	0.453833333333333
FBXW4	0.851333333333333
WT1	-2.65566666666667
TAS2R46	-1.22
STK38L	0.270666666666667
LEPROT	0.229375
DDX42	0.433375
TXNRD2	-1.57133333333333
TNFRSF4	3.426
KSR1	-0.291875
SLC27A1	0.475833333333333
POU5F2	0.5075
SLC22A11	0.007
C8orf32	0.262666666666667
ZNF236	1.01721428571429
GABRB1	-4.30625
LRRC29	0.448
FBLN1	0.46
MRRF	0.125833333333333
RP1	0.1285
MARVELD1	0.56475
AFF4	0.265928571428571
C17orf54	-0.2915
RAF1	-0.06975
SUB1	0.285166666666667
MRPS33	0.498
ZIC1	-2.2566
ARL10	-0.176
RAG1AP1	0.433833333333333
